Unnamed: 0.1,Unnamed: 0,file,orgText,outText,WER
34,34,achtgesichterambiwasse/achtgesichterambiwasse_0034.wav,die aufgepflanzten segel wurden grösser und kamen näher hanake fühlte eine bangigkeit,die aufgepflanzten segel wurden größer und kamen näher hanake fühlte eine bangigkeit,0.0833333333333333
35,35,achtgesichterambiwasse/achtgesichterambiwasse_0035.wav,als kämen mit den drei segeln drei weisse unbeschriebene blätter aus ihrem schicksalsbuch geschwommen,als kämen mit den drei segeln drei weiße unbeschriebene blätter aus ihrem schicksalalsbuch geschwommen,0.1428571428571428
36,36,achtgesichterambiwasse/achtgesichterambiwasse_0036.wav,und plötzlich las sie als eine sekunde von windstille die segel schlaff werden liess ein japanisches schriftzeichen,und plötzlich las sie als eine sekunde von windstelle die segel schlaff werden ließ an japanisches schriftzeichen,0.1764705882352941
37,37,achtgesichterambiwasse/achtgesichterambiwasse_0037.wav,zufällig entstanden aus den falten jeder segelleinwand das erste boot sagte «ich grüsse dich»,zufällig entstanden aus den falten der segeeinwand das erste boot sagte ich grüße dich,0.3571428571428571
38,38,achtgesichterambiwasse/achtgesichterambiwasse_0038.wav,das zweite boot sagte «ich liebe dich» das dritte boot sagte «ich töte dich»,das zweite boot sagte ich liebe dich das dritte boot sagte ich töte dich,0.2857142857142857
39,39,achtgesichterambiwasse/achtgesichterambiwasse_0039.wav,nach der kurzen windstille die knappe sekunden dauerte,nach der kurzen windstille die knappe sekunden dauerte,0.0
40,40,achtgesichterambiwasse/achtgesichterambiwasse_0040.wav,wechselte der see seine farbe wie vergossene schwarze tusche über weisses papier lief eine finsternis über die seefläche,wechselte der see seine farbe wie vergossene schwarze tusche überweißes papier lief eine finsternis über die seefläche,0.1111111111111111
41,41,achtgesichterambiwasse/achtgesichterambiwasse_0041.wav,und ganz unvermittelt setzte ein trompetender seesturm ein der alle drei segel fast flach auf das wasser legte,und ganz unvermittelt setzte einen trompetender seesturm ein der alle drei segel fast flach auf das wasser legte,0.0555555555555555
42,42,achtgesichterambiwasse/achtgesichterambiwasse_0042.wav,als müsste die leinwand den seeschaum reiben,es müsste die leinwand den seeschaum reiben,0.1428571428571428
43,43,achtgesichterambiwasse/achtgesichterambiwasse_0043.wav,hanake tat einen schrei vor entsetzen da sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreiselnden wellen versinken,hanake tat einen schrei vorentsetzen dass sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreiselnden wellen versinken,0.1363636363636363
44,44,achtgesichterambiwasse/achtgesichterambiwasse_0044.wav,aber die drei boote hoben sich wieder geschickte hände regierten die segel doch dieses sah hanake nicht mehr,aber die drei boote hoben sich we geschickte hände regierten die segel doch dieses sah hanake nicht mehr,0.0555555555555555
45,45,achtgesichterambiwasse/achtgesichterambiwasse_0045.wav,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nackenschlug einen sprung in die luft gemacht wie eine elektrisierte katze,0.08
46,46,achtgesichterambiwasse/achtgesichterambiwasse_0046.wav,und war in das wasser gefallen und als sie die augen öffnete,und war in das wasser gefallen als sie die augen öffnete,0.0833333333333333
47,47,achtgesichterambiwasse/achtgesichterambiwasse_0047.wav,sah sie ein rudel fische und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch,sah sie ein rudel fische und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch,0.0
48,48,achtgesichterambiwasse/achtgesichterambiwasse_0048.wav,dann verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nacht,dann verlloor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nach,0.125
49,49,achtgesichterambiwasse/achtgesichterambiwasse_0049.wav,eine kerze brannte und ihre lieblingsmagd welche «singende seemuschel» hiess kniete neben ihr und weinte in beide hände,eine kerze brannte und ihre lieblingsmarkt welche singende seemuschel hieß kniete neben ihr und weinte in beide hände,0.2222222222222222
50,50,achtgesichterambiwasse/achtgesichterambiwasse_0050.wav,man hatte sie umgekleidet aber sie roch noch das seewasser von dem ihr haar nass war,man hatte sie umgekleidet aber sie roch noch das seewasser von dem ihre hautnass war,0.1875
51,51,achtgesichterambiwasse/achtgesichterambiwasse_0051.wav,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war,und sie besannanden sich sofort wieder auf die drei schiffe und ihre erste frage war,0.0666666666666666
52,52,achtgesichterambiwasse/achtgesichterambiwasse_0052.wav,«sind die drei segelboote die aus yabase kamen untergegangen» die magd antwortete nicht,sind die drei segelboote die aus ja base kamen untergegangen die markt antwortete nicht,0.3846153846153846
53,53,achtgesichterambiwasse/achtgesichterambiwasse_0053.wav,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder lebend zu sehen,hörte aufzuweinen und streichelte die hände ihrer herren entzückt sie wieder lebend zu sehen,0.25
54,54,achtgesichterambiwasse/achtgesichterambiwasse_0054.wav,«sind die drei segelboote untergegangen» fragte hanake beharrlich aber die singende seemuschel hatte keine segelboote gesehen,sind die drei segelboote untergegangen fragte hanake beharrlichaber die singende seemuschel hatte keine segelboote gesehen,0.25
55,55,achtgesichterambiwasse/achtgesichterambiwasse_0055.wav,die magd hatte die herrin auf dem kies im schilf gefunden und geglaubt das junge mädchen sei von der landungsbrücke ins wasser gefallen,die markt hatte die herrin auf dem kieß im schilf gefunden und geglaubt das junge mädchen sei von der landungsbrücke ins wasser gefallen,0.0869565217391304
56,56,achtgesichterambiwasse/achtgesichterambiwasse_0056.wav,und habe sich durch einen zufall selbst gerettet «schiebe die seefenster auf»,und habe sich durch einen zufall selbst gerettetschiebe die seefenster auf,0.25
57,57,achtgesichterambiwasse/achtgesichterambiwasse_0057.wav,sagte hanake zur magd diese tat wie ihr befohlen draussen lagen der see und der himmel wie ein einziges schwarzes loch,sagte hanake zur markt diese tat wie ihr befohlen draußenlagen der see und der himmel wie ein einziges schwarzes loch,0.1428571428571428
58,58,achtgesichterambiwasse/achtgesichterambiwasse_0058.wav,kein stern kein mond kein licht auf dem see hanakes fenster schienen in einen abgrund zu schauen,kein stern kein mond kein licht auf dem see annakes fenster schien in einen abgrund zu schauen,0.1176470588235294
59,59,achtgesichterambiwasse/achtgesichterambiwasse_0059.wav,und dem jungen mädchen war als müsse sie zum zweitenmal ertrinken so schmerzhaft wurde ihr die finsternis draussen,und dem jungen mädchen war als müsse sie zum zweiten mal ertrinken so schmerzhaft wurde ihr die finsternis draußen,0.1666666666666666
60,60,achtgesichterambiwasse/achtgesichterambiwasse_0060.wav,und in ihrer brust war eine leere so unendlich wie die nacht über dem biwasee als habe sie einen grossen verlust erlitten,und in ihrer brust war eine leere so unendlich wie die nacht über dem bwasee als habe sie einen großen verlust erlitten,0.0909090909090909
61,61,achtgesichterambiwasse/achtgesichterambiwasse_0061.wav,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,0.0
62,62,achtgesichterambiwasse/achtgesichterambiwasse_0062.wav,«schliesse die fenster und hole mir den grauen papagei nicht den grünen und nicht den gelben  den grauen singende seemuschel,fließe die fenster und hohle mir den grauen papapapagei nicht den grünen nicht den gelben den grauen singende seemuschel,0.2
63,63,achtgesichterambiwasse/achtgesichterambiwasse_0063.wav,den mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki» die magd gehorchte brachte den grauen papagei,denen mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki die magd gehorchte brachte den grauen papapapagei,0.1578947368421052
64,64,achtgesichterambiwasse/achtgesichterambiwasse_0064.wav,und wurde dann von ihrer herrin schlafen geschickt,und wurde dann von ihrer herrin schlafen geschickt,0.0
65,65,achtgesichterambiwasse/achtgesichterambiwasse_0065.wav,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papagei drei sätze lehrte ich grüsse dich,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papapagei drei sätze lehrte ich grüße dich,0.1
66,66,achtgesichterambiwasse/achtgesichterambiwasse_0066.wav,ich liebe dich ich töte dich,ich liebe dich ich töte dich,0.0
67,67,achtgesichterambiwasse/achtgesichterambiwasse_0067.wav,und sie sah an der weissen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen,und sie sah an der weißen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogel sitzen,0.1111111111111111
68,68,achtgesichterambiwasse/achtgesichterambiwasse_0068.wav,und immer wenn der vogel sagen sollte ich liebe dich,und immer wenn der vogel sagen sollte ich liebe dich,0.0
69,69,achtgesichterambiwasse/achtgesichterambiwasse_0069.wav,dann lachte er so unheimlich knarrend dass es der magd gruselte,dann lachte er so unheimlich knarrend daß es der marktd gruselte,0.1818181818181818
70,70,achtgesichterambiwasse/achtgesichterambiwasse_0070.wav,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früh rief hanake zwei dienerinnen die sie frisierten,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früherief verake zwei dienerinnen die sie frisierten,0.1363636363636363
71,71,achtgesichterambiwasse/achtgesichterambiwasse_0071.wav,und seemuschel die lieblingsmagd die alle verstecke des hauses kannte,und see muschel die lieblingsmarkt die alle verstecke des hauses kkannte,0.4
72,72,achtgesichterambiwasse/achtgesichterambiwasse_0072.wav,musste aus dem ältesten lackkasten zwei winzige kostbare satsumavasen holen die sich in der familie seit hunderten von jahren vererbt hatten,muste aus dem ältesten lackkasten zwei winzige kostbare somawasen holen die sich in der familie seit hunderten von jahren vererbt hatten,0.0952380952380952
73,73,achtgesichterambiwasse/achtgesichterambiwasse_0073.wav,und musste am seeufer zwei schwertlilien abschneiden eine blaue und eine gelbe,und musste am seeufer zwei schwertilien abschneiden eine blauere und eine gelbe,0.1666666666666666
74,74,achtgesichterambiwasse/achtgesichterambiwasse_0074.wav,die vasen mit je einer lilie wurden von hanake in eine nische gestellt,die vasen mit je anlie wurden von hanake in eine nische gestellt,0.1538461538461538
75,75,achtgesichterambiwasse/achtgesichterambiwasse_0075.wav,und ein auf weisse seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hiess,und ein auf weiße seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hieß,0.1333333333333333
76,76,achtgesichterambiwasse/achtgesichterambiwasse_0076.wav,auf dem see steht ein weisses segelndes boot mein herz mein leises mein auge mein heisses ,auf dem see steht ein weißssees segelndes boot mein herz mein leises mein auge mein heißes,0.125
77,77,achtgesichterambiwasse/achtgesichterambiwasse_0077.wav,die menschen die einsam sind sind wie die boote von yabase die blass hintreiben im abendwind,die menschen die einsam sind sind wie die boote von jabbase die blass hintreiben im abendwind,0.0625
78,78,achtgesichterambiwasse/achtgesichterambiwasse_0078.wav,hanake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,annake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,0.0833333333333333
79,79,achtgesichterambiwasse/achtgesichterambiwasse_0079.wav,und sass drei stunden vor sonnenuntergang schon am fenster das auf den see sah,und saß drei stunden vor sonnenuntergang schon am fenster das auf den seessah,0.2142857142857142
80,80,achtgesichterambiwasse/achtgesichterambiwasse_0080.wav,auf dem seespiegel brannte die sonne wie ein helles herdfeuer und hanake hielt einen fächer zwischen sich und das grelle licht,auf dem seespiegel brannte die sonne wie ein helles hererdfeuer unterlag erhielt einen fächer zwischen sich und das grellelicht,0.2857142857142857
81,81,achtgesichterambiwasse/achtgesichterambiwasse_0081.wav,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,aber von zeit zu zeit strengte sie sich an demlich zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,0.0909090909090909
82,82,achtgesichterambiwasse/achtgesichterambiwasse_0082.wav,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,0.0
83,83,achtgesichterambiwasse/achtgesichterambiwasse_0083.wav,auf hanakes kleid waren schwertlilien gewebt blaue und gelbe auf silbrigem grund und ihr kopf sah aus der silbrigen seide,auf verakes kleid waren schwert lilien gewebt blaue und gelbe auf silbernem grund und ihr kopf sah aus der silbrigen seide,0.2
84,84,achtgesichterambiwasse/achtgesichterambiwasse_0084.wav,als schaute er aus dem kamm einer hellen welle,als schaute er aus dem kamm einer hellenwelle,0.2222222222222222
85,85,achtgesichterambiwasse/achtgesichterambiwasse_0085.wav,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,0.0
86,86,achtgesichterambiwasse/achtgesichterambiwasse_0086.wav,so dass sie für einen augenblick die augenlider schloss und ohne es zu wissen einschlief,so dass sie für einen augenblick die augen die schloss und ohne es zu wissen einschlief,0.1333333333333333
87,87,achtgesichterambiwasse/achtgesichterambiwasse_0087.wav,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei,sie hatte vielleicht eine eine kleine stunde geschlafen da weckte sie der graue papapapagei,0.1538461538461538
88,88,achtgesichterambiwasse/achtgesichterambiwasse_0088.wav,der ihr auf die schulter kletterte und ihr ins ohr krächzte «ich liebe dich» und dazu schnarrend lachte,der ihr auf die schulter kletterte und ihr ins ohrkrächzte ich liebe dich und dazu schnarrend lachte,0.2222222222222222
89,89,achtgesichterambiwasse/achtgesichterambiwasse_0089.wav,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein grosses gerafftes segel,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein großes geraftes segel,0.125
90,90,achtgesichterambiwasse/achtgesichterambiwasse_0090.wav,das war so nah an ihrem fenster dass sie die segelleinwand an die maststange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah,das war so nah an ihrem fenster das sie die segeleinwand an die mastange klatschen hörte sie wog sich vorsichtig aus dem fenster und sah,0.16
91,91,achtgesichterambiwasse/achtgesichterambiwasse_0091.wav,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,0.0
92,92,achtgesichterambiwasse/achtgesichterambiwasse_0092.wav,das ist eines der drei boote sagte atemstockend ihr heimkehrendes herz,das ist eines der drei boote sagte atemstockend ihr heimkehren des herz,0.1818181818181818
93,93,achtgesichterambiwasse/achtgesichterambiwasse_0093.wav,aber sie wusste nicht war es das erste das zweite oder das dritte boot,aber sie wusste nicht war es das erste das zweite oder das dritte,0.0714285714285714
94,94,achtgesichterambiwasse/achtgesichterambiwasse_0094.wav,da trat ihre lieblingsmagd die singende seemuschel herein und brachte einen zusammengerollten brief,da trat ihre lieblingsmarkt die singende seemuschel herein und brachte einen zusammengerollten brief,0.0769230769230769
95,95,achtgesichterambiwasse/achtgesichterambiwasse_0095.wav,«o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereit halten» flüsterte die magd,o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereithalten flüsterte die markt,0.2222222222222222
96,96,achtgesichterambiwasse/achtgesichterambiwasse_0096.wav,im brief stand «gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglück dich zu erschrecken,im briefstand gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglückdich zu erschrecken,0.238095238095238
97,97,achtgesichterambiwasse/achtgesichterambiwasse_0097.wav,aber auch das glück dir das leben zu retten und das allergrösste glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil,aber auch das glück die das leben zu retten und das allergrößte glück dich zu sehen um dich nie mehr zu vergessen wurde mir zu teil,0.16
98,98,achtgesichterambiwasse/achtgesichterambiwasse_0098.wav,ich sende dir heute meinen treuesten freund der dich gestern rettete,ich sende dir heute meinen treuesten freund der dich gestern rettete,0.0
99,99,achtgesichterambiwasse/achtgesichterambiwasse_0099.wav,der dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,und stdich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,0.1111111111111111
100,100,achtgesichterambiwasse/achtgesichterambiwasse_0100.wav,ich grüsse dich hanake» der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,ich grüße dich hanakeder brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,0.1666666666666666
101,101,achtgesichterambiwasse/achtgesichterambiwasse_0101.wav,und hanake wusste als guterzogene japanerin dass es eine ungeheure ehre bedeutete,unter ake wußte als ruerzogene japanerin dass es eine ungeheure ehre bedeutete,0.3333333333333333
102,102,achtgesichterambiwasse/achtgesichterambiwasse_0102.wav,dass ein kaiserlicher prinz sie seiner liebe würdigte und sie liess den freund des prinzen sogleich zu sich herein ins zimmer bitten,daß ein kaiserlicher prinz sie seiner liebe würdigte und sie ließ den freund des prinzen sogleich zu sich herein ins zimmer bitten,0.0909090909090909
103,103,achtgesichterambiwasse/achtgesichterambiwasse_0103.wav,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die kniee und berührte mit der stirn die diele,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die knie und berührte mit der stirn die diele,0.0416666666666666
104,104,achtgesichterambiwasse/achtgesichterambiwasse_0104.wav,wie es die japanische begrüssungssitte vorschreibt,wie es die japanische begrüßersitter vorschreibt,0.1666666666666666
105,105,achtgesichterambiwasse/achtgesichterambiwasse_0105.wav,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,0.0
106,106,achtgesichterambiwasse/achtgesichterambiwasse_0106.wav,sie hörte den mann mit beiden füssen mehrmals kräftig aufstampfen und aus seiner brust drangen ein paar hohle seufzende laute,sie hörte den mann mit beiden füßen mehrmals kräftig aufstampfen und aus seiner brustdrangen ein paar hohle seufzende laute,0.15
107,107,achtgesichterambiwasse/achtgesichterambiwasse_0107.wav,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,0.0
108,108,achtgesichterambiwasse/achtgesichterambiwasse_0108.wav,denn sie durfte sich erst erheben wenn der begrüsste sie dazu aufforderte,denn sie durfte sich erst erheben wenn der begrüßte sie dazu aufforderte,0.0833333333333333
109,109,achtgesichterambiwasse/achtgesichterambiwasse_0109.wav,nach einer weile als immer noch keine anrede erfolgte hob hanake leicht ihr gesicht von der diele,nach einer weile als immer noch keine anrede erfolgte hopanake leicht ihr gesicht von der diele,0.1176470588235294
110,110,achtgesichterambiwasse/achtgesichterambiwasse_0110.wav,die noch unter den stampfenden füssen des mannes zitterte,die noch unter den stampfenden schritten des mannes zitterte,0.1111111111111111
