Unnamed: 0.1,Unnamed: 0,file,orgText,outText,WER
14,14,achtgesichterambiwasse/achtgesichterambiwasse_0014.wav,die im sommer über die berge von kioto zum besuch zu ihr an den see kamen,die im sommer über den berge von kyoto sind und nur zum eher an den sie kamen ,0.5
15,15,achtgesichterambiwasse/achtgesichterambiwasse_0015.wav,dass die fremden vom westen wie böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frauen zu verschleppen,dass die fremden vom westen und w böser heuschreckenschwärme in japan erwartet würden um die männer zu töten die frauen zu verschleppen ,0.1428571428571428
16,16,achtgesichterambiwasse/achtgesichterambiwasse_0016.wav,und sich in das land zu teilen auf dem biwasee würde man dann bald schiffe sehen die rauch ausstiessen,und sich im das land zu teilen auf dem diverse jedermann der baltische versehen die raubbau schließen  ,0.5263157894736842
17,17,achtgesichterambiwasse/achtgesichterambiwasse_0017.wav,und die seetiefe mit schrauben aufwühlten,und die see tiefer mit schrauben auf füllten  ,0.6666666666666666
18,18,achtgesichterambiwasse/achtgesichterambiwasse_0018.wav,auf eisen würden bald eisenwagen rasselnd wie gewitterwolken täglich durch japan eilen,auf reisen würden bald eisen wagen prasselnd wie gewitterwolken täglich durch japan eilen ,0.3333333333333333
19,19,achtgesichterambiwasse/achtgesichterambiwasse_0019.wav,diese wagen würden die fremden in massen nach kioto und an die ufer des biwasees bringen,diese wagen würden die fremden in maßen nach kyoto und an die ufer des b war sehr bringen ,0.3125
20,20,achtgesichterambiwasse/achtgesichterambiwasse_0020.wav,die leichten vogelkäfige der bambushäuser würden verschwinden und steinhäuser wie man sie im westen der erde baut,die leichten vogelkäfig der bambus häuser würden verschwinden und stein häuser wie man sie im westen der erde baut ,0.2941176470588235
21,21,achtgesichterambiwasse/achtgesichterambiwasse_0021.wav,würden zum himmel wachsen und überall würde dann rauch und eisenlärm sein denn,nun himmel wachsenden überall dann raum eins lärm sein  ,0.6923076923076923
22,22,achtgesichterambiwasse/achtgesichterambiwasse_0022.wav,die fremden lieben das eisenrasseln und können ohne die betäubende stimme des eisens nicht leben,denn die fremdgingen lieben das eisen rasseln und können ohne die betäubende stimme des eisens nicht leben  ,0.2666666666666666
23,23,achtgesichterambiwasse/achtgesichterambiwasse_0023.wav,sie lieben das leben als einen ewigen krieg anzusehen sie sind wie donnergötter ungeduldig und aufstampfend,sie leben das leben als einen ewigen kampf anzusehen sie sind wie donner götter ungeduldig und aufstand  ,0.3125
24,24,achtgesichterambiwasse/achtgesichterambiwasse_0024.wav,und sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheeren so sagte man,und sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheeren so sagte man  ,0.0
25,25,achtgesichterambiwasse/achtgesichterambiwasse_0025.wav,hanake die keine eltern hatte und nur mit ein paar dienerinnen und dienern noch das haus ihres vaters bewohnte,herr werke die keine eltern hatte und nur mit ein paar dienerinnen und dienern noch das haus ihres vaters bewohnte ,0.1052631578947368
26,26,achtgesichterambiwasse/achtgesichterambiwasse_0026.wav,hörte gruselnd die berichte ihrer freunde und erfand mit ihren freundinnen kleine spottlieder welche die dämonen des westens verhöhnten,hörte rose in dem bericht ihre freunde und erfand mit ihrer freundin keine sportlichen der welche die dämon des westens vermögenden ,0.631578947368421
27,27,achtgesichterambiwasse/achtgesichterambiwasse_0027.wav,lieder die sie abends bei den bootfahrten in lampenerleuchteten booten auf dem biwasee sangen,leder die sie abends bei den bootsfahrten in lampen erleuchteten booten auf dem g war sie sagen  ,0.5714285714285714
28,28,achtgesichterambiwasse/achtgesichterambiwasse_0028.wav,eines abends  die sonne war eben untergegangen der see war hell als wäre er aus porzellan weiss und glänzend,eines abends die sorge war ihm untergegangen die see weil das wäre er porzellan weiß und glänzen  ,0.4736842105263157
29,29,achtgesichterambiwasse/achtgesichterambiwasse_0029.wav,der himmel war golden als hätte hanake eine ihrer truhen geöffnet die aus goldlack waren und die geheimfächer enthielten ,der himmel war rollen als hinterher einen tumor und eröffnet die aus gelangt waren und die daheim fächer entstehenden ,0.5789473684210527
30,30,achtgesichterambiwasse/achtgesichterambiwasse_0030.wav,trat hanake auf den landungssteg der vor ihrem haus in den see reichte,trat haarlocke auf den landung steg der vor ihrem haus in den sie reichte ,0.3076923076923077
31,31,achtgesichterambiwasse/achtgesichterambiwasse_0031.wav,und den links und rechts hohes schilf umwiegte in der richtung nach yabase erschienen drei segelboote,heute den links oder rechts hochsaison liegen in der richtung nachher vase erschienen reisenden zugute  ,0.5625
32,32,achtgesichterambiwasse/achtgesichterambiwasse_0032.wav,die drei segel glitten wie senkrechte papierwände über das abendglatte wasser,die reisen in nie senkrechte papier wende über das abend glatte wasser  ,0.7272727272727273
33,33,achtgesichterambiwasse/achtgesichterambiwasse_0033.wav,man sah keine menschen denn jedes segel reichte so tief dass es das boot verdeckte,man sah keine menschen denn jedes segel reichte so tief dass es das boot verdeckte  ,0.0
34,34,achtgesichterambiwasse/achtgesichterambiwasse_0034.wav,die aufgepflanzten segel wurden grösser und kamen näher hanake fühlte eine bangigkeit,die aufgepflanztem segelbooten größer und kamen näher hanna gefüllte eine bangigkeit  ,0.5
35,35,achtgesichterambiwasse/achtgesichterambiwasse_0035.wav,als kämen mit den drei segeln drei weisse unbeschriebene blätter aus ihrem schicksalsbuch geschwommen,als kämen mit den drei segeln drei weiße unbeschriebene blätter aus ihrem schicksals buch gestorben  ,0.2857142857142857
36,36,achtgesichterambiwasse/achtgesichterambiwasse_0036.wav,und plötzlich las sie als eine sekunde von windstille die segel schlaff werden liess ein japanisches schriftzeichen,und plötzlich las sie als eine sekunde von windstille die segeln schlaff werden ließ ein japanisches schriftzeichen  ,0.1176470588235294
37,37,achtgesichterambiwasse/achtgesichterambiwasse_0037.wav,zufällig entstanden aus den falten jeder segelleinwand das erste boot sagte «ich grüsse dich»,zufällig entstanden aus dem fallende siegel leinwand das erste boeing sagte ich begrüße dich  ,0.5714285714285714
38,38,achtgesichterambiwasse/achtgesichterambiwasse_0038.wav,das zweite boot sagte «ich liebe dich» das dritte boot sagte «ich töte dich»,das zweite bot sagte ich liebe dich das dritter bot sagte ich tötet ich  ,0.5714285714285714
39,39,achtgesichterambiwasse/achtgesichterambiwasse_0039.wav,nach der kurzen windstille die knappe sekunden dauerte,der kurzen windstille die knappe sie konnten dauerte ,0.375
40,40,achtgesichterambiwasse/achtgesichterambiwasse_0040.wav,wechselte der see seine farbe wie vergossene schwarze tusche über weisses papier lief eine finsternis über die seefläche,wechselte der sehe seine farbe wie vergossen schwarze tusche über weist das papier lief eine finsternisse über die sehr fläche ,0.3888888888888889
41,41,achtgesichterambiwasse/achtgesichterambiwasse_0041.wav,und ganz unvermittelt setzte ein trompetender seesturm ein der alle drei segel fast flach auf das wasser legte,und ganz unvermittelt setzte ein trompeten da sie sturm ein der alle drei segel fast flach auf das wasser legte ,0.2222222222222222
42,42,achtgesichterambiwasse/achtgesichterambiwasse_0042.wav,als müsste die leinwand den seeschaum reiben,als müsste die leinwand den sie schaum reiben  ,0.2857142857142857
43,43,achtgesichterambiwasse/achtgesichterambiwasse_0043.wav,hanake tat einen schrei vor entsetzen da sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreiselnden wellen versinken,handwerke trat einen schritt vor entsetzen dass sie glaubte die segelbooten müssten unter dem plötzlichen wind und in den kreisenden wellen versinken  ,0.2727272727272727
44,44,achtgesichterambiwasse/achtgesichterambiwasse_0044.wav,aber die drei boote hoben sich wieder geschickte hände regierten die segel doch dieses sah hanake nicht mehr,aber die drei boote erhoben sich weder geschickte hände regierten die segel doch dieses sah nachher nicht mehr ,0.1666666666666666
45,45,achtgesichterambiwasse/achtgesichterambiwasse_0045.wav,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze  ,0.0
46,46,achtgesichterambiwasse/achtgesichterambiwasse_0046.wav,und war in das wasser gefallen und als sie die augen öffnete,und weil das wasser gefallen als sie die augen öffnen ,0.3333333333333333
47,47,achtgesichterambiwasse/achtgesichterambiwasse_0047.wav,sah sie ein rudel fische und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch,sah sie rodel fischer und wusste dass sie unter dem wasser war als wäre sie seit ein fisch ,0.2105263157894736
48,48,achtgesichterambiwasse/achtgesichterambiwasse_0048.wav,dann verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nacht,darum verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war macht ,0.125
49,49,achtgesichterambiwasse/achtgesichterambiwasse_0049.wav,eine kerze brannte und ihre lieblingsmagd welche «singende seemuschel» hiess kniete neben ihr und weinte in beide hände,alle kerze brannte und ihre lieblings markt welche singende sehr muschel hieß kniete neben ihr und weinte in beide hände  ,0.3888888888888889
50,50,achtgesichterambiwasse/achtgesichterambiwasse_0050.wav,man hatte sie umgekleidet aber sie roch noch das seewasser von dem ihr haar nass war,man hatte sie um gekleidet aber sie roch noch das seewasser von dem ihrer haut nass war ,0.25
51,51,achtgesichterambiwasse/achtgesichterambiwasse_0051.wav,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war  ,0.0
52,52,achtgesichterambiwasse/achtgesichterambiwasse_0052.wav,«sind die drei segelboote die aus yabase kamen untergegangen» die magd antwortete nicht,sind die drei segelbooten die aus ja base kamen untergegangen die markt antwortete nicht ,0.4615384615384615
53,53,achtgesichterambiwasse/achtgesichterambiwasse_0053.wav,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder lebend zu sehen,hörte aufzuweichen und streichelte die hände ihrer herrin entzückt sie wieder lebend zu sehen  ,0.1875
54,54,achtgesichterambiwasse/achtgesichterambiwasse_0054.wav,«sind die drei segelboote untergegangen» fragte hanake beharrlich aber die singende seemuschel hatte keine segelboote gesehen,sind die drei segelboot untergegangen fragte handwerke beharrlich aber die singende see muschel hatte keine segelbooten gesehen ,0.4375
55,55,achtgesichterambiwasse/achtgesichterambiwasse_0055.wav,die magd hatte die herrin auf dem kies im schilf gefunden und geglaubt das junge mädchen sei von der landungsbrücke ins wasser gefallen,die marktteilnehmer herrin auf den überdies im schilling gefunden und wir glauben dass immer mehr jenseits der landesgrenze ins wasser gefallen ,0.5652173913043478
56,56,achtgesichterambiwasse/achtgesichterambiwasse_0056.wav,und habe sich durch einen zufall selbst gerettet «schiebe die seefenster auf»,und habe sich durch einen zufall selbst gerettet schiebe die sie fenster auf ,0.3333333333333333
57,57,achtgesichterambiwasse/achtgesichterambiwasse_0057.wav,sagte hanake zur magd diese tat wie ihr befohlen draussen lagen der see und der himmel wie ein einziges schwarzes loch,sagt der kanake zur mag diese tat wie ihr befohlen draußen lagen der see und der himmel wie ein einziges schwarzes loch  ,0.238095238095238
58,58,achtgesichterambiwasse/achtgesichterambiwasse_0058.wav,kein stern kein mond kein licht auf dem see hanakes fenster schienen in einen abgrund zu schauen,kein staatsführung kein mond kein licht auf dem see hanna es fenster schien in einen abgrund zu schauen ,0.2352941176470588
59,59,achtgesichterambiwasse/achtgesichterambiwasse_0059.wav,und dem jungen mädchen war als müsse sie zum zweitenmal ertrinken so schmerzhaft wurde ihr die finsternis draussen,unter der jungen mädchen war es müsse sie zum zweitenmal ertrinkenden so schmerzhaft wurde die finsternisse draußen  ,0.3888888888888889
60,60,achtgesichterambiwasse/achtgesichterambiwasse_0060.wav,und in ihrer brust war eine leere so unendlich wie die nacht über dem biwasee als habe sie einen grossen verlust erlitten,und in dieser bewusst eine legale so unendlich wie dem nacht lösen befassen als habe sie eine hohe verluste erlitten  ,0.5
61,61,achtgesichterambiwasse/achtgesichterambiwasse_0061.wav,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,als wäre mit den drei minuten lehrlings foundation und kunden stellen über das kleine bambus haus  ,0.6
62,62,achtgesichterambiwasse/achtgesichterambiwasse_0062.wav,«schliesse die fenster und hole mir den grauen papagei nicht den grünen und nicht den gelben  den grauen singende seemuschel,er die fenster und hole mir den grauen papagei nicht den grünen nicht in gelben den grauen singende sie muschel ,0.25
63,63,achtgesichterambiwasse/achtgesichterambiwasse_0063.wav,den mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki» die magd gehorchte brachte den grauen papagei,denen mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki die markt gehorcht der brachte den grauen papageien  ,0.3157894736842105
64,64,achtgesichterambiwasse/achtgesichterambiwasse_0064.wav,und wurde dann von ihrer herrin schlafen geschickt,und wurde dann von ihrer herrin schlafen geschickt  ,0.0
65,65,achtgesichterambiwasse/achtgesichterambiwasse_0065.wav,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papagei drei sätze lehrte ich grüsse dich,aber sie hörte in der nacht bis zum morgen wie herr ihrem grauen papageien drei sätze lehrte ich begrüße dich  ,0.15
66,66,achtgesichterambiwasse/achtgesichterambiwasse_0066.wav,ich liebe dich ich töte dich,ich liebe dich ich töte dich ,0.0
67,67,achtgesichterambiwasse/achtgesichterambiwasse_0067.wav,und sie sah an der weissen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen,und sie sah an der weißen papier wand den schatten ihrer harren aufrecht neben dem schatten des vogels sitzen  ,0.2222222222222222
68,68,achtgesichterambiwasse/achtgesichterambiwasse_0068.wav,und immer wenn der vogel sagen sollte ich liebe dich,und immer wenn der vogel sagen sollte ich liebe dich ,0.0
69,69,achtgesichterambiwasse/achtgesichterambiwasse_0069.wav,dann lachte er so unheimlich knarrend dass es der magd gruselte,der nannte er so unheimlich kanal haben dass es der markt rosengarten  ,0.5454545454545454
70,70,achtgesichterambiwasse/achtgesichterambiwasse_0070.wav,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früh rief hanake zwei dienerinnen die sie frisierten,während der ganzen nach lachten und sprache handwerke und ihr vogel zusammen und ganz frühere vernagelt zwei dienerinnen die sie frisierten  ,0.2727272727272727
71,71,achtgesichterambiwasse/achtgesichterambiwasse_0071.wav,und seemuschel die lieblingsmagd die alle verstecke des hauses kannte,aus dem muschel die lieblings markt die alle verstecke des hauses kannte ,0.5
72,72,achtgesichterambiwasse/achtgesichterambiwasse_0072.wav,musste aus dem ältesten lackkasten zwei winzige kostbare satsumavasen holen die sich in der familie seit hunderten von jahren vererbt hatten,aus der aus dem ältesten leierkasten zwei winzige kostbare satsumas einholen die sich in der familie seit hunderten von jahren vererbt hatten ,0.238095238095238
73,73,achtgesichterambiwasse/achtgesichterambiwasse_0073.wav,und musste am seeufer zwei schwertlilien abschneiden eine blaue und eine gelbe,robuste am seeufer zwei schwer delegieren abschneiden eine blaue und eine gelber  ,0.4166666666666667
74,74,achtgesichterambiwasse/achtgesichterambiwasse_0074.wav,die vasen mit je einer lilie wurden von hanake in eine nische gestellt,die war so mit je einer lilie wurden von anlage in eine nächste gestellt ,0.3076923076923077
75,75,achtgesichterambiwasse/achtgesichterambiwasse_0075.wav,und ein auf weisse seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hiess,und ein auf weiße seite geschriebenen gedicht eigenhändig an die wand gehenkt das gedicht hieß  ,0.3333333333333333
76,76,achtgesichterambiwasse/achtgesichterambiwasse_0076.wav,auf dem see steht ein weisses segelndes boot mein herz mein leises mein auge mein heisses ,auf dem see steht ein weißes segeln des bot mein herz mein leises mein auge mein heißt es ,0.375
77,77,achtgesichterambiwasse/achtgesichterambiwasse_0077.wav,die menschen die einsam sind sind wie die boote von yabase die blass hintreiben im abendwind,die menschen die einsam sind sind wie die boote von ja base die blass hin treiben im abendwind  ,0.25
78,78,achtgesichterambiwasse/achtgesichterambiwasse_0078.wav,hanake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,comeback in hatte an diesem tag allen ihren freunden und freundinnen absagen lassen ,0.1666666666666666
79,79,achtgesichterambiwasse/achtgesichterambiwasse_0079.wav,und sass drei stunden vor sonnenuntergang schon am fenster das auf den see sah,und saß drei stunden vor sonnenuntergang schon am fenster des auf den see sah  ,0.1428571428571428
80,80,achtgesichterambiwasse/achtgesichterambiwasse_0080.wav,auf dem seespiegel brannte die sonne wie ein helles herdfeuer und hanake hielt einen fächer zwischen sich und das grelle licht,auf dem see spiegel brannte die sonne wie ein helles herdfeuer unterlag erhielt einen fächer zwischen sich und das grelle licht  ,0.238095238095238
81,81,achtgesichterambiwasse/achtgesichterambiwasse_0081.wav,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,aber von zeit zu zeit streng der sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde sehr fläche ab  ,0.1818181818181818
82,82,achtgesichterambiwasse/achtgesichterambiwasse_0082.wav,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,und wünschte die drei segel herbei die gestern abend ihrer ruhe mit vorgenommen hatten  ,0.1428571428571428
83,83,achtgesichterambiwasse/achtgesichterambiwasse_0083.wav,auf hanakes kleid waren schwertlilien gewebt blaue und gelbe auf silbrigem grund und ihr kopf sah aus der silbrigen seide,dabei hat werke sind leider schwer linien geriebenen glaube und gelder aus internen gründen und ihr kopf sah sie silbrigen seinen ,0.8
84,84,achtgesichterambiwasse/achtgesichterambiwasse_0084.wav,als schaute er aus dem kamm einer hellen welle,als schaute er aus dem kam eine hellen welle  ,0.2222222222222222
85,85,achtgesichterambiwasse/achtgesichterambiwasse_0085.wav,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sondern feurige sie fläche brannte ihr fasst die augen aus ,0.238095238095238
86,86,achtgesichterambiwasse/achtgesichterambiwasse_0086.wav,so dass sie für einen augenblick die augenlider schloss und ohne es zu wissen einschlief,für das sie für einen augenblick die augen dieter schloss und ohne es zu wissen einschlief  ,0.2666666666666666
87,87,achtgesichterambiwasse/achtgesichterambiwasse_0087.wav,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der grau papageien  ,0.1538461538461538
88,88,achtgesichterambiwasse/achtgesichterambiwasse_0088.wav,der ihr auf die schulter kletterte und ihr ins ohr krächzte «ich liebe dich» und dazu schnarrend lachte,der eher auf die schulter kletterte und ihr ins ohr krächzte ich liebe dich und dazu schnarrend lachte  ,0.1666666666666666
89,89,achtgesichterambiwasse/achtgesichterambiwasse_0089.wav,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein grosses gerafftes segel,herr werke um das kapital aus der silbrigen seiner kommissaren landeten schlägt ein großes gerafft segeln  ,0.75
90,90,achtgesichterambiwasse/achtgesichterambiwasse_0090.wav,das war so nah an ihrem fenster dass sie die segelleinwand an die maststange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah,das war so nahe an ihrem fenster dass sie die segel leinwand an die mast stange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah ,0.2
91,91,achtgesichterambiwasse/achtgesichterambiwasse_0091.wav,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,dass das segelboot festgebunden war aber in bot war kein mensch zu sehen  ,0.1538461538461538
92,92,achtgesichterambiwasse/achtgesichterambiwasse_0092.wav,das ist eines der drei boote sagte atemstockend ihr heimkehrendes herz,das ist eines der drei boote sagte atem stockend ihr heimkehren des herz  ,0.3636363636363636
93,93,achtgesichterambiwasse/achtgesichterambiwasse_0093.wav,aber sie wusste nicht war es das erste das zweite oder das dritte boot,aber sie wusste nicht was das erste das zweite oder das dritte  ,0.2142857142857142
94,94,achtgesichterambiwasse/achtgesichterambiwasse_0094.wav,da trat ihre lieblingsmagd die singende seemuschel herein und brachte einen zusammengerollten brief,der trat ihre lieblings markt die singende sie muschel herein und brachte einen zusammengerollten brief  ,0.3846153846153846
95,95,achtgesichterambiwasse/achtgesichterambiwasse_0095.wav,«o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereit halten» flüsterte die magd,bauherrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereithalten flüsterte die markt  ,0.2777777777777778
96,96,achtgesichterambiwasse/achtgesichterambiwasse_0096.wav,im brief stand «gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglück dich zu erschrecken,im brief stand gestern als wir noch sonnenuntergang bei deinem hause kreuzten schöne handwerke hatten wir das unglück dich zu erschrecken  ,0.1428571428571428
97,97,achtgesichterambiwasse/achtgesichterambiwasse_0097.wav,aber auch das glück dir das leben zu retten und das allergrösste glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil,aber auch das glück die das leben zu retten und das allergrößte glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil ,0.08
98,98,achtgesichterambiwasse/achtgesichterambiwasse_0098.wav,ich sende dir heute meinen treuesten freund der dich gestern rettete,ich selbst die heute meinen treuesten heulend ständig gestern rente  ,0.5454545454545454
99,99,achtgesichterambiwasse/achtgesichterambiwasse_0099.wav,der dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,und dich heute zu mir über den see bringen soll und in meine arme tätig sehnsüchtig erwarten  ,0.1666666666666666
100,100,achtgesichterambiwasse/achtgesichterambiwasse_0100.wav,ich grüsse dich hanake» der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,ich begrüße ich herrn kanake der brief war unterschrieben mit im namen eines jungen prinzen aus dem kaiserlichen hause ,0.2777777777777778
101,101,achtgesichterambiwasse/achtgesichterambiwasse_0101.wav,und hanake wusste als guterzogene japanerin dass es eine ungeheure ehre bedeutete,unter nager wusste als gut erzogene japanerin dass es eine ungeheure ehre bedeutete  ,0.3333333333333333
102,102,achtgesichterambiwasse/achtgesichterambiwasse_0102.wav,dass ein kaiserlicher prinz sie seiner liebe würdigte und sie liess den freund des prinzen sogleich zu sich herein ins zimmer bitten,das einen kaiserliche bringen sie seiner liebe würdigte und sie ließ den freund des prinzen sogleich zu sich herein ins zimmer bitten  ,0.2272727272727272
103,103,achtgesichterambiwasse/achtgesichterambiwasse_0103.wav,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die kniee und berührte mit der stirn die diele,die tele zitterte und ein prächtiger junger mann trat ein hanna gefiel vor ihm auf die knie und berührte mit der stören die diele ,0.2083333333333333
104,104,achtgesichterambiwasse/achtgesichterambiwasse_0104.wav,wie es die japanische begrüssungssitte vorschreibt,wie es die japanische begrüßung setter vorschreibt  ,0.3333333333333333
105,105,achtgesichterambiwasse/achtgesichterambiwasse_0105.wav,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,aber es waren nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei  ,0.0526315789473684
106,106,achtgesichterambiwasse/achtgesichterambiwasse_0106.wav,sie hörte den mann mit beiden füssen mehrmals kräftig aufstampfen und aus seiner brust drangen ein paar hohle seufzende laute,sie hörte den man mit beiden füßen mehrmals kräftig auf stampfen und aus seiner brust in ein paar hole seufzend erlaubte  ,0.4
107,107,achtgesichterambiwasse/achtgesichterambiwasse_0107.wav,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,lage wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten ,0.0769230769230769
108,108,achtgesichterambiwasse/achtgesichterambiwasse_0108.wav,denn sie durfte sich erst erheben wenn der begrüsste sie dazu aufforderte,denn sie durfte sich aus der heben wenn der begrüßte sie dazu aufforderte  ,0.3333333333333333
109,109,achtgesichterambiwasse/achtgesichterambiwasse_0109.wav,nach einer weile als immer noch keine anrede erfolgte hob hanake leicht ihr gesicht von der diele,nach einer weiler als immer noch keine anrede erfolgte hob kanake leicht ihr gesicht von der dealer ,0.1764705882352941
