Unnamed: 0,file,orgText,outText,WER
14,achtgesichterambiwasse/achtgesichterambiwasse_0014.wav,die im sommer über die berge von kioto zum besuch zu ihr an den see kamen,die im sommer über die berge von kyoto von besuch zum er an den see karin  ,0.3125
15,achtgesichterambiwasse/achtgesichterambiwasse_0015.wav,dass die fremden vom westen wie böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frauen zu verschleppen,das die fremden vom westen und w böse heuschreckenschwärme in japan erwartet würden um die männer zu töten die frau zu verschleppen ,0.1904761904761904
16,achtgesichterambiwasse/achtgesichterambiwasse_0016.wav,und sich in das land zu teilen auf dem biwasee würde man dann bald schiffe sehen die rauch ausstiessen,sich im das land zu teilen auf dem privacy sie oder wandern baltische versehen die rau ausschließen  ,0.5789473684210527
17,achtgesichterambiwasse/achtgesichterambiwasse_0017.wav,und die seetiefe mit schrauben aufwühlten,und die see tiefer mit schrauben auf fühlten  ,0.6666666666666666
18,achtgesichterambiwasse/achtgesichterambiwasse_0018.wav,auf eisen würden bald eisenwagen rasselnd wie gewitterwolken täglich durch japan eilen,auf eis nun würden bald eisenbahnwagen prasseln wie gewitterwolken täglich durch japan eilen  ,0.3333333333333333
19,achtgesichterambiwasse/achtgesichterambiwasse_0019.wav,diese wagen würden die fremden in massen nach kioto und an die ufer des biwasees bringen,diese wagen würden die fremden in massen nach kyoto und an die ufer des b war sees bringen ,0.25
20,achtgesichterambiwasse/achtgesichterambiwasse_0020.wav,die leichten vogelkäfige der bambushäuser würden verschwinden und steinhäuser wie man sie im westen der erde baut,die leichten vogelkäfig er der bambus häuser würden verschwinden und steinhäuser wie man sie im westen der erde baut ,0.2352941176470588
21,achtgesichterambiwasse/achtgesichterambiwasse_0021.wav,würden zum himmel wachsen und überall würde dann rauch und eisenlärm sein denn,vom himmel wachsen und überall wird interne raus und eins gelernt sein  ,0.6153846153846154
22,achtgesichterambiwasse/achtgesichterambiwasse_0022.wav,die fremden lieben das eisenrasseln und können ohne die betäubende stimme des eisens nicht leben,denn die fremden lieb um das eisen rasseln und können ohne die betäubende stimme des eisens nicht leben ,0.3333333333333333
23,achtgesichterambiwasse/achtgesichterambiwasse_0023.wav,sie lieben das leben als einen ewigen krieg anzusehen sie sind wie donnergötter ungeduldig und aufstampfend,sie leben das leben als einen ewigen kampf anzusehen sie sind wie donna götter ungeduldig und aufstand sind ,0.375
24,achtgesichterambiwasse/achtgesichterambiwasse_0024.wav,und sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheeren so sagte man,ob sie werden schlimmer als wolkenbrüche und schlimmer als taifun japan verheeren so sagte man  ,0.0666666666666666
25,achtgesichterambiwasse/achtgesichterambiwasse_0025.wav,hanake die keine eltern hatte und nur mit ein paar dienerinnen und dienern noch das haus ihres vaters bewohnte,hannah hacke die keine eltern hatte und nur mit ein paar dienerinnen und tina noch das haus ihres vaters bewohnte ,0.1578947368421052
26,achtgesichterambiwasse/achtgesichterambiwasse_0026.wav,hörte gruselnd die berichte ihrer freunde und erfand mit ihren freundinnen kleine spottlieder welche die dämonen des westens verhöhnten,hörte gruseln wird die berichte ihre freunde und erfand mit ihrer freundinnen keine spaltleder welche den dämonen des westens verwöhnen  ,0.4210526315789473
27,achtgesichterambiwasse/achtgesichterambiwasse_0027.wav,lieder die sie abends bei den bootfahrten in lampenerleuchteten booten auf dem biwasee sangen,leder die sie abends bei den bootsfahrten in lampen erleuchteten booten auf den biber sie sagen  ,0.5714285714285714
28,achtgesichterambiwasse/achtgesichterambiwasse_0028.wav,eines abends  die sonne war eben untergegangen der see war hell als wäre er aus porzellan weiss und glänzend,eines abends die sollen aber eben unter der gern an der see wahlhelfer das werde erst porzellan weiß und glänzen  ,0.6842105263157895
29,achtgesichterambiwasse/achtgesichterambiwasse_0029.wav,der himmel war golden als hätte hanake eine ihrer truhen geöffnet die aus goldlack waren und die geheimfächer enthielten ,der himmel war wagrain als hätte harakiri einen atombunker öffnet die aus keinem blog waren und die daheim fächer enthielten  ,0.5263157894736842
30,achtgesichterambiwasse/achtgesichterambiwasse_0030.wav,trat hanake auf den landungssteg der vor ihrem haus in den see reichte,trat hannah geh auf den landung steg der vor ihrem haus in den see reichte ,0.3076923076923077
31,achtgesichterambiwasse/achtgesichterambiwasse_0031.wav,und den links und rechts hohes schilf umwiegte in der richtung nach yabase erschienen drei segelboote,legen sie reiches hohes hilfe rubrik in der richtung nachher vase erschienen drei segelboote  ,0.5625
32,achtgesichterambiwasse/achtgesichterambiwasse_0032.wav,die drei segel glitten wie senkrechte papierwände über das abendglatte wasser,die seele blinden movie senkrechte papier der über das abend wasser  ,0.6363636363636364
33,achtgesichterambiwasse/achtgesichterambiwasse_0033.wav,man sah keine menschen denn jedes segel reichte so tief dass es das boot verdeckte,unser keine menschen denn jede segel reichte so tief dass es das boot verdeckte  ,0.2
34,achtgesichterambiwasse/achtgesichterambiwasse_0034.wav,die aufgepflanzten segel wurden grösser und kamen näher hanake fühlte eine bangigkeit,die aufgepflanztem segel wurden größer und kamen naja hannah gefühlte eine bangigkeit  ,0.4166666666666667
35,achtgesichterambiwasse/achtgesichterambiwasse_0035.wav,als kämen mit den drei segeln drei weisse unbeschriebene blätter aus ihrem schicksalsbuch geschwommen,als kämen mit den drei segeln drei weiße unbeschriebene blätter aus ihrem schicksals buch geschwommen  ,0.2142857142857142
36,achtgesichterambiwasse/achtgesichterambiwasse_0036.wav,und plötzlich las sie als eine sekunde von windstille die segel schlaff werden liess ein japanisches schriftzeichen,und plötzlich lazy als eine sekunde von windstille die segeln schlaff werden ließ an japanischen schriftzeichen  ,0.3529411764705882
37,achtgesichterambiwasse/achtgesichterambiwasse_0037.wav,zufällig entstanden aus den falten jeder segelleinwand das erste boot sagte «ich grüsse dich»,zufällig entstanden aus dem verhalten der segel leinwand des erste boden sagte ich grüße dich  ,0.7142857142857143
38,achtgesichterambiwasse/achtgesichterambiwasse_0038.wav,das zweite boot sagte «ich liebe dich» das dritte boot sagte «ich töte dich»,das zeit boot sagte ich liebe dich das dritter boot sagte ich töte dich  ,0.4285714285714285
39,achtgesichterambiwasse/achtgesichterambiwasse_0039.wav,nach der kurzen windstille die knappe sekunden dauerte,nach hat der kurzen windstille die knappe sie konnten dauerte ,0.375
40,achtgesichterambiwasse/achtgesichterambiwasse_0040.wav,wechselte der see seine farbe wie vergossene schwarze tusche über weisses papier lief eine finsternis über die seefläche,wechselte der see seine fahrer bei wie vergossen zur tusche über weist das papier lief eine finsterniß über die see fläche ,0.5
41,achtgesichterambiwasse/achtgesichterambiwasse_0041.wav,und ganz unvermittelt setzte ein trompetender seesturm ein der alle drei segel fast flach auf das wasser legte,und ganz gut vermittelt setzte einen trompeten da sehstörungen ein der alle drei segel fast flach auf das wasser legte  ,0.3333333333333333
42,achtgesichterambiwasse/achtgesichterambiwasse_0042.wav,als müsste die leinwand den seeschaum reiben,als müsste die leinwand den see schaum reibungen  ,0.4285714285714285
43,achtgesichterambiwasse/achtgesichterambiwasse_0043.wav,hanake tat einen schrei vor entsetzen da sie glaubte die segelboote müssten unter dem plötzlichen wind und in den kreiselnden wellen versinken,handwerke tat einen schrei vor entsetzt dass sie glaubte die segelboote müssten unter dem plötzlich im wind und in den kreisenden wellen versinken  ,0.2727272727272727
44,achtgesichterambiwasse/achtgesichterambiwasse_0044.wav,aber die drei boote hoben sich wieder geschickte hände regierten die segel doch dieses sah hanake nicht mehr,aber die drei boote hoben sich weder geschickte hände regierten die segel doch dieses sage nicht mehr  ,0.1666666666666666
45,achtgesichterambiwasse/achtgesichterambiwasse_0045.wav,sie hatte zugleich mit dem schrei als das aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze,sie hatte zugleich mit dem schrei als des aufgeregte schilf ihr um den nacken schlug einen sprung in die luft gemacht wie eine elektrisierte katze  ,0.04
46,achtgesichterambiwasse/achtgesichterambiwasse_0046.wav,und war in das wasser gefallen und als sie die augen öffnete,allein das wasser gefallen als sie die augen öffnen interview  ,0.5
47,achtgesichterambiwasse/achtgesichterambiwasse_0047.wav,sah sie ein rudel fische und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch,sah sie ein rudolf fischer und wusste dass sie unter dem wasser war als wäre sie selbst ein fisch ,0.1052631578947368
48,achtgesichterambiwasse/achtgesichterambiwasse_0048.wav,dann verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nacht,darum verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nacht ,0.0625
49,achtgesichterambiwasse/achtgesichterambiwasse_0049.wav,eine kerze brannte und ihre lieblingsmagd welche «singende seemuschel» hiess kniete neben ihr und weinte in beide hände,eine kerze brannte und ihre lieblings markt welche singende säge muschel hieß kniete neben ehe und weinte in beide hände  ,0.3888888888888889
50,achtgesichterambiwasse/achtgesichterambiwasse_0050.wav,man hatte sie umgekleidet aber sie roch noch das seewasser von dem ihr haar nass war,man hatte sie um gekleidet aber sie roch noch das seewasser von dem ihrer haut nass war ,0.25
51,achtgesichterambiwasse/achtgesichterambiwasse_0051.wav,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war  ,0.0
52,achtgesichterambiwasse/achtgesichterambiwasse_0052.wav,«sind die drei segelboote die aus yabase kamen untergegangen» die magd antwortete nicht,sind die drei segelboote die aus ja base kamen untergegangen die markt antwortete nicht ,0.3846153846153846
53,achtgesichterambiwasse/achtgesichterambiwasse_0053.wav,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder lebend zu sehen,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder lebens zu sehen  ,0.0625
54,achtgesichterambiwasse/achtgesichterambiwasse_0054.wav,«sind die drei segelboote untergegangen» fragte hanake beharrlich aber die singende seemuschel hatte keine segelboote gesehen,sind die drei segelboote untergegangen fragte hanglage beharrlich aber die singende see muschel hatte keine segelboote gesehen ,0.3125
55,achtgesichterambiwasse/achtgesichterambiwasse_0055.wav,die magd hatte die herrin auf dem kies im schilf gefunden und geglaubt das junge mädchen sei von der landungsbrücke ins wasser gefallen,die markt hatte er herrin auf dem kies im schilf reformen können ob geglaubt das junge mädchen sei von der lange zu können wir ins wasser gefallen  ,0.391304347826087
56,achtgesichterambiwasse/achtgesichterambiwasse_0056.wav,und habe sich durch einen zufall selbst gerettet «schiebe die seefenster auf»,und habe sich durch einen zufall selbst gerettet schiebe die see fenster auf ,0.3333333333333333
57,achtgesichterambiwasse/achtgesichterambiwasse_0057.wav,sagte hanake zur magd diese tat wie ihr befohlen draussen lagen der see und der himmel wie ein einziges schwarzes loch,sagte hannah zur markt dieser tat wie ihr befohlen draußen lagen der see und der himmel wie ein einziges schwarzes loch  ,0.1904761904761904
58,achtgesichterambiwasse/achtgesichterambiwasse_0058.wav,kein stern kein mond kein licht auf dem see hanakes fenster schienen in einen abgrund zu schauen,kein stärkung kein mond kein licht auf dem see anakin fenster schien in einen abgrund zu schauen ,0.1764705882352941
59,achtgesichterambiwasse/achtgesichterambiwasse_0059.wav,und dem jungen mädchen war als müsse sie zum zweitenmal ertrinken so schmerzhaft wurde ihr die finsternis draussen,und region mädchen war weiß welche sie zum zweiten male training pro so scherzhaft wurde ihr die finsternis draußen  ,0.5555555555555556
60,achtgesichterambiwasse/achtgesichterambiwasse_0060.wav,und in ihrer brust war eine leere so unendlich wie die nacht über dem biwasee als habe sie einen grossen verlust erlitten,und in ihrer brust lag ein eleasar so ähnlich wie die nacht über den wie war sehen als habe sie einen großen verlust erlitten  ,0.4090909090909091
61,achtgesichterambiwasse/achtgesichterambiwasse_0061.wav,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,es wäre mit der drei minuten ihr herz forderte zu buchen und totenstill war das kleine bambus haus  ,0.5333333333333333
62,achtgesichterambiwasse/achtgesichterambiwasse_0062.wav,«schliesse die fenster und hole mir den grauen papagei nicht den grünen und nicht den gelben  den grauen singende seemuschel,schließe die fenster und hole mir den grauen papagei nicht den grünen nicht den gelben den grauen singender sie muschel ,0.25
63,achtgesichterambiwasse/achtgesichterambiwasse_0063.wav,den mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki» die magd gehorchte brachte den grauen papagei,denen mein fette mir vor ein paar wochen mitgebracht hat aus nagasaki die markt gehorcht der brachte den grauen papagei  ,0.3157894736842105
64,achtgesichterambiwasse/achtgesichterambiwasse_0064.wav,und wurde dann von ihrer herrin schlafen geschickt,und wurde dann von ihrer herrin schlafen geschickt  ,0.0
65,achtgesichterambiwasse/achtgesichterambiwasse_0065.wav,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papagei drei sätze lehrte ich grüsse dich,aber sie hörte in der nacht bis zum morgen wie hannah gehe ihrem grauen papagei drei sätze lehrte ich grüße dich  ,0.15
66,achtgesichterambiwasse/achtgesichterambiwasse_0066.wav,ich liebe dich ich töte dich,ich liebe dich ich töte dich ,0.0
67,achtgesichterambiwasse/achtgesichterambiwasse_0067.wav,und sie sah an der weissen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen,und sie sah an der weißem papier wand den schatten ihrer herrin aufrecht neben dem schatten des vogel sitzen  ,0.2222222222222222
68,achtgesichterambiwasse/achtgesichterambiwasse_0068.wav,und immer wenn der vogel sagen sollte ich liebe dich,und immer wenn der vogel sagen sollte ich liebe dich ,0.0
69,achtgesichterambiwasse/achtgesichterambiwasse_0069.wav,dann lachte er so unheimlich knarrend dass es der magd gruselte,daimler der ehe so unheimlich knaller mir das ist der markt pausierte  ,0.8181818181818182
70,achtgesichterambiwasse/achtgesichterambiwasse_0070.wav,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früh rief hanake zwei dienerinnen die sie frisierten,während der ganze nacht lachten und sprachen handwerke und ihr vogel zusammen und ganz frühere verlage zwei dienerinnen die sie frisierten  ,0.2272727272727272
71,achtgesichterambiwasse/achtgesichterambiwasse_0071.wav,und seemuschel die lieblingsmagd die alle verstecke des hauses kannte,aus muschel die lieblings markt die alle verstecke des hauses kannte  ,0.4
72,achtgesichterambiwasse/achtgesichterambiwasse_0072.wav,musste aus dem ältesten lackkasten zwei winzige kostbare satsumavasen holen die sich in der familie seit hunderten von jahren vererbt hatten,aus der aus dem ältesten lack kasten zwei winzige kostbare satsumas hasen holen die sich in der familie seit hunderten von jahren vererbt hatten ,0.2857142857142857
73,achtgesichterambiwasse/achtgesichterambiwasse_0073.wav,und musste am seeufer zwei schwertlilien abschneiden eine blaue und eine gelbe,hat wusste am seehofer zwei schwertlilien abschneiden eine blaue und eine gelbe  ,0.25
74,achtgesichterambiwasse/achtgesichterambiwasse_0074.wav,die vasen mit je einer lilie wurden von hanake in eine nische gestellt,die vasen mit je einer linie wurden von anlage in eine nicht gestellt ,0.2307692307692307
75,achtgesichterambiwasse/achtgesichterambiwasse_0075.wav,und ein auf weisse seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hiess,und ein auf weiße seide geschriebenes gedicht eigenhändig an die wand gehängt des gedicht hieß ,0.2
76,achtgesichterambiwasse/achtgesichterambiwasse_0076.wav,auf dem see steht ein weisses segelndes boot mein herz mein leises mein auge mein heisses ,auf dem sehe steht ein weißes segeln des brot mein herz mein leises mein auge nein heißt es ,0.5
77,achtgesichterambiwasse/achtgesichterambiwasse_0077.wav,die menschen die einsam sind sind wie die boote von yabase die blass hintreiben im abendwind,die menschen die einsam sind sind wie die boote von ja base die blass hin treiben im abendwind  ,0.25
78,achtgesichterambiwasse/achtgesichterambiwasse_0078.wav,hanake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,allergene hatte an diesem tag allen ihren freunden und freundinnen absagen lassen ,0.0833333333333333
79,achtgesichterambiwasse/achtgesichterambiwasse_0079.wav,und sass drei stunden vor sonnenuntergang schon am fenster das auf den see sah,und saß drei stunden vor sonnenuntergang schon am fenster des auf den see sah  ,0.1428571428571428
80,achtgesichterambiwasse/achtgesichterambiwasse_0080.wav,auf dem seespiegel brannte die sonne wie ein helles herdfeuer und hanake hielt einen fächer zwischen sich und das grelle licht,auf dem see spiegel brannte die sonderweg an helles herdfeuer unterlage hielt einen fächer zwischen sich und das grelle licht  ,0.3333333333333333
81,achtgesichterambiwasse/achtgesichterambiwasse_0081.wav,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,aber von zeit zu zeit streng der sie sich an dem licht zu trotzen und fluchte mit aufmerksamen augen die funkelnde see fläche ab ,0.2272727272727272
82,achtgesichterambiwasse/achtgesichterambiwasse_0082.wav,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten  ,0.0
83,achtgesichterambiwasse/achtgesichterambiwasse_0083.wav,auf hanakes kleid waren schwertlilien gewebt blaue und gelbe auf silbrigem grund und ihr kopf sah aus der silbrigen seide,auf verberge sind leider euren schwertlilien gewebt blaue und gelbe auf silbernen geräumt und ihr kopf sah aus der sehen regen seide  ,0.4
84,achtgesichterambiwasse/achtgesichterambiwasse_0084.wav,als schaute er aus dem kamm einer hellen welle,als schaute er aus dem kamen einer hellen welle  ,0.1111111111111111
85,achtgesichterambiwasse/achtgesichterambiwasse_0085.wav,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sondern feurige see fläche brannte ihr fast die augen aus ,0.1904761904761904
86,achtgesichterambiwasse/achtgesichterambiwasse_0086.wav,so dass sie für einen augenblick die augenlider schloss und ohne es zu wissen einschlief,so dass sie für einen augenblick die augen das schloss und ohne es zu wissen einschlief  ,0.1333333333333333
87,achtgesichterambiwasse/achtgesichterambiwasse_0087.wav,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graupapagei ,0.1538461538461538
88,achtgesichterambiwasse/achtgesichterambiwasse_0088.wav,der ihr auf die schulter kletterte und ihr ins ohr krächzte «ich liebe dich» und dazu schnarrend lachte,der ihrer auf die schulter kletterte und ihr ins ohr krächzte ich liebe dich und dazu schnarrend lachte  ,0.1666666666666666
89,achtgesichterambiwasse/achtgesichterambiwasse_0089.wav,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein grosses gerafftes segel,werke ob das über viele aus der sie in bremen seiner und sarah müller meeresspiegel ein großes geraffte sie de  ,0.9375
90,achtgesichterambiwasse/achtgesichterambiwasse_0090.wav,das war so nah an ihrem fenster dass sie die segelleinwand an die maststange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah,das war so nahe an ihrem fenster des sie die segel leinwand hat die mast stange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah ,0.28
91,achtgesichterambiwasse/achtgesichterambiwasse_0091.wav,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,das das segelboot festgebunden war aber im boot war kein mensch zu sehen  ,0.0769230769230769
92,achtgesichterambiwasse/achtgesichterambiwasse_0092.wav,das ist eines der drei boote sagte atemstockend ihr heimkehrendes herz,das ist eines der drei boote sagte atem stocken dir heimkehren des herz  ,0.4545454545454545
93,achtgesichterambiwasse/achtgesichterambiwasse_0093.wav,aber sie wusste nicht war es das erste das zweite oder das dritte boot,aber sie wusste nicht war es das erste das zweite oder das dritte  ,0.0714285714285714
94,achtgesichterambiwasse/achtgesichterambiwasse_0094.wav,da trat ihre lieblingsmagd die singende seemuschel herein und brachte einen zusammengerollten brief,der trat ihre lieblings markt die singende see muschel herein und brachte einen zusammengerollten brief  ,0.3846153846153846
95,achtgesichterambiwasse/achtgesichterambiwasse_0095.wav,«o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereit halten» flüsterte die magd,oh herr den diesen brief sollt ihr lesen und euch für einen hohen besuch bereithalten flüsterte dem markt  ,0.3888888888888889
96,achtgesichterambiwasse/achtgesichterambiwasse_0096.wav,im brief stand «gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglück dich zu erschrecken,im brief stand gestern als wir nach sonnenuntergang bei deinem hause kreuzungen schöne anlage hatten wir das unglück dich zu erschrecken ,0.1428571428571428
97,achtgesichterambiwasse/achtgesichterambiwasse_0097.wav,aber auch das glück dir das leben zu retten und das allergrösste glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil,aber auch das glück die das leben zu retten und das allergrößte glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil ,0.08
98,achtgesichterambiwasse/achtgesichterambiwasse_0098.wav,ich sende dir heute meinen treuesten freund der dich gestern rettete,ich sende dir heute mal ein treuesten freien ständig gäste dann rettete  ,0.5454545454545454
99,achtgesichterambiwasse/achtgesichterambiwasse_0099.wav,der dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,und dich heute zu mir über den see bringen soll und in meiner arbeit tätig sehnsüchtig erwarteten  ,0.3333333333333333
100,achtgesichterambiwasse/achtgesichterambiwasse_0100.wav,ich grüsse dich hanake» der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,ich grüße dich anlage der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause  ,0.1111111111111111
101,achtgesichterambiwasse/achtgesichterambiwasse_0101.wav,und hanake wusste als guterzogene japanerin dass es eine ungeheure ehre bedeutete,unterlage wusste als gut erzogene japanerin das ist eine ungeheure ehre bedeutete ,0.5
102,achtgesichterambiwasse/achtgesichterambiwasse_0102.wav,dass ein kaiserlicher prinz sie seiner liebe würdigte und sie liess den freund des prinzen sogleich zu sich herein ins zimmer bitten,das einen kaiserlicher prinz die seiner liebe würdigte und ließ den freund des prinzen sogleich zu sich herein ins zimmer bitten  ,0.2272727272727272
103,achtgesichterambiwasse/achtgesichterambiwasse_0103.wav,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die kniee und berührte mit der stirn die diele,die diele zitterte und einen prächtiger junger mann trat ein hannah kaffee vor ihm auf die knie und berührte mit der stirn g diele ,0.2083333333333333
104,achtgesichterambiwasse/achtgesichterambiwasse_0104.wav,wie es die japanische begrüssungssitte vorschreibt,wie ist die japanische begrüßung sind der vorschreibt  ,0.6666666666666666
105,achtgesichterambiwasse/achtgesichterambiwasse_0105.wav,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,aber es waren nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei  ,0.0526315789473684
106,achtgesichterambiwasse/achtgesichterambiwasse_0106.wav,sie hörte den mann mit beiden füssen mehrmals kräftig aufstampfen und aus seiner brust drangen ein paar hohle seufzende laute,sie hörte denen man mit beiden füßen mehrmals kräftig auf stampfen und aus deiner brust tragen in ein paar hole seufzen der laute  ,0.55
107,achtgesichterambiwasse/achtgesichterambiwasse_0107.wav,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,hallo gewartet mit gesenkt im angesicht lange zeit auf die anrede des kaiserlichen gesamten ,0.3846153846153846
108,achtgesichterambiwasse/achtgesichterambiwasse_0108.wav,denn sie durfte sich erst erheben wenn der begrüsste sie dazu aufforderte,denn sie durfte sich aus der erheben wenn der begrüßte sie dazu aufforderte  ,0.25
109,achtgesichterambiwasse/achtgesichterambiwasse_0109.wav,nach einer weile als immer noch keine anrede erfolgte hob hanake leicht ihr gesicht von der diele,nach einer weile als immer noch keine anrede erfolgte hob knacke leicht ihr gesicht von der diele ,0.0588235294117647
110,achtgesichterambiwasse/achtgesichterambiwasse_0110.wav,die noch unter den stampfenden füssen des mannes zitterte,dennoch unter den stampfenden schritten des mannes zitterte  ,0.3333333333333333
