file,orgText,outText,WER
achtgesichterambiwasse/achtgesichterambiwasse_0048.wav,dann verlor sie das bewusstsein als sie aufwachte lag sie in ihrem zimmer es war nacht,darum verlor sie das bewusstsein an als sie aufwachte lag sie in ihrem zimmer es war nacht ,0.125
achtgesichterambiwasse/achtgesichterambiwasse_0049.wav,eine kerze brannte und ihre lieblingsmagd welche «singende seemuschel» hiess kniete neben ihr und weinte in beide hände,eine kerze brannte und ihre lieblings markt welche singende säge muschel hieß kniete neben ehe und weinte in beide hände  ,0.3888888888888889
achtgesichterambiwasse/achtgesichterambiwasse_0050.wav,man hatte sie umgekleidet aber sie roch noch das seewasser von dem ihr haar nass war,man hatte sie um gekleidet aber sie roch noch das seewasser von dem ihrer haut nass war ,0.25
achtgesichterambiwasse/achtgesichterambiwasse_0051.wav,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war,und sie besann sich sofort wieder auf die drei schiffe und ihre erste frage war  ,0.0
achtgesichterambiwasse/achtgesichterambiwasse_0052.wav,«sind die drei segelboote die aus yabase kamen untergegangen» die magd antwortete nicht,sind die drei segelboote die aus ja base kamen untergegangen die markt antwortete nicht ,0.3846153846153846
achtgesichterambiwasse/achtgesichterambiwasse_0053.wav,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder lebend zu sehen,hörte auf zu weinen und streichelte die hände ihrer herrin entzückt sie wieder leben zu sehen  ,0.0625
achtgesichterambiwasse/achtgesichterambiwasse_0054.wav,«sind die drei segelboote untergegangen» fragte hanake beharrlich aber die singende seemuschel hatte keine segelboote gesehen,sind die drei segelboote untergegangen fragte hanglage beharrlich aber die singende säge muschel hatte keine segelboote gesehen ,0.3125
achtgesichterambiwasse/achtgesichterambiwasse_0055.wav,die magd hatte die herrin auf dem kies im schilf gefunden und geglaubt das junge mädchen sei von der landungsbrücke ins wasser gefallen,die markt hatte lehrerin auf dem kies im shell von themen auf den lauf der dinge mädchen zeichen der landungsbrücke ins wasser gefallen  ,0.5652173913043478
achtgesichterambiwasse/achtgesichterambiwasse_0056.wav,und habe sich durch einen zufall selbst gerettet «schiebe die seefenster auf»,und habe sich durch einen zufall selbst gerettet schiebe die see fenster auf ,0.3333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0057.wav,sagte hanake zur magd diese tat wie ihr befohlen draussen lagen der see und der himmel wie ein einziges schwarzes loch,sagte hannah zur markt dieser tat wie ihr befohlen draußen lagen der see und der himmel wie ein einziges schwarzes loch  ,0.1904761904761904
achtgesichterambiwasse/achtgesichterambiwasse_0058.wav,kein stern kein mond kein licht auf dem see hanakes fenster schienen in einen abgrund zu schauen,kein stärkung kein moment kein licht auf dem sehen anakin fenster schienen in einen abgrund zu schauen ,0.2352941176470588
achtgesichterambiwasse/achtgesichterambiwasse_0059.wav,und dem jungen mädchen war als müsse sie zum zweitenmal ertrinken so schmerzhaft wurde ihr die finsternis draussen,denn der junge mädchen war es sie zu zwei schmale treppe zu schweren deshalb wurde ihr die fenstern ist raus  ,0.8333333333333334
achtgesichterambiwasse/achtgesichterambiwasse_0060.wav,und in ihrer brust war eine leere so unendlich wie die nacht über dem biwasee als habe sie einen grossen verlust erlitten,und in ihrer brust lag ein in eheleuten ähnlich wie die nacht über den wenn sie war so als habe sie einem kommentar neu für den  ,0.6818181818181818
achtgesichterambiwasse/achtgesichterambiwasse_0061.wav,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,es wäre mit drei noten wie ein herbst ritze mich an und tue mich gerade das kleine bambus haben  ,0.9333333333333332
achtgesichterambiwasse/achtgesichterambiwasse_0062.wav,«schliesse die fenster und hole mir den grauen papagei nicht den grünen und nicht den gelben  den grauen singende seemuschel,riester die fenster und hole mir den grauen papagei nicht den grünen nicht den gelben den grauen singen der sehen muschel ,0.3
achtgesichterambiwasse/achtgesichterambiwasse_0063.wav,den mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki» die magd gehorchte brachte den grauen papagei,denen mein fette mir vor ein paar wochen mitgebracht hat aus nagasaki die markt gehorcht der brachte den grauen papagei  ,0.3157894736842105
achtgesichterambiwasse/achtgesichterambiwasse_0064.wav,und wurde dann von ihrer herrin schlafen geschickt,und wurde dann von ihrer herrin schlafen geschickt  ,0.0
achtgesichterambiwasse/achtgesichterambiwasse_0065.wav,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papagei drei sätze lehrte ich grüsse dich,aber sie hörte in der nacht bis zum morgen wie hannah gehe ihrem grauen papagei drei sätze lehrte ich grüße dich  ,0.15
achtgesichterambiwasse/achtgesichterambiwasse_0066.wav,ich liebe dich ich töte dich,ich liebe dich ich tötet dich ,0.1666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0067.wav,und sie sah an der weissen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen,und sie sah an der weißem papier wand den schatten ihrer herrin aufrecht neben dem schatten des vogel sitzung  ,0.2777777777777778
achtgesichterambiwasse/achtgesichterambiwasse_0068.wav,und immer wenn der vogel sagen sollte ich liebe dich,und immer wenn der vogel sagen sollte ich liebe dich ,0.0
achtgesichterambiwasse/achtgesichterambiwasse_0069.wav,dann lachte er so unheimlich knarrend dass es der magd gruselte,denn lachte er so unheimlich knaller dass es sicher macht großeltern  ,0.4545454545454545
achtgesichterambiwasse/achtgesichterambiwasse_0070.wav,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früh rief hanake zwei dienerinnen die sie frisierten,während der ganzen nach lachten und sprach in handwerke und ihr vogel zusammen und ganz frühere vorlage zwei dienerinnen die sie frisierten  ,0.3181818181818182
achtgesichterambiwasse/achtgesichterambiwasse_0071.wav,und seemuschel die lieblingsmagd die alle verstecke des hauses kannte,aus muschel die lieblings markt die alle verstecke des hauses karte  ,0.5
achtgesichterambiwasse/achtgesichterambiwasse_0072.wav,musste aus dem ältesten lackkasten zwei winzige kostbare satsumavasen holen die sich in der familie seit hunderten von jahren vererbt hatten,aus der aus dem ältesten landkreis um zwei winzige kostbare satsumas holen die sich in der familie seit hunderten von jahren vererbt hatten ,0.23809523809523803
achtgesichterambiwasse/achtgesichterambiwasse_0073.wav,und musste am seeufer zwei schwertlilien abschneiden eine blaue und eine gelbe,brust wusste am seehofer zwei schwertlilien abschneiden eine blaue und eine gelbe  ,0.25
achtgesichterambiwasse/achtgesichterambiwasse_0074.wav,die vasen mit je einer lilie wurden von hanake in eine nische gestellt,die vasen mit je einer lilie wurden von handwerker in eine nicht gestellt ,0.1538461538461538
achtgesichterambiwasse/achtgesichterambiwasse_0075.wav,und ein auf weisse seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hiess,und ein weiße seide geschriebenes gedicht eigenhändig an die wand gehängt des gedicht hieß es ,0.3333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0076.wav,auf dem see steht ein weisses segelndes boot mein herz mein leises mein auge mein heisses ,auf dem sehe steht ein weißes segeln des und mein herz mein leises mein auge nein heißt es ,0.5
achtgesichterambiwasse/achtgesichterambiwasse_0077.wav,die menschen die einsam sind sind wie die boote von yabase die blass hintreiben im abendwind,die menschen die einsam sind sind wie die boote von ja base die blass hin treiben im abendwind sein ,0.3125
achtgesichterambiwasse/achtgesichterambiwasse_0078.wav,hanake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,allergene hatte an diesem tag allen ihren freunden und freundinnen absagen lassen ,0.0833333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0079.wav,und sass drei stunden vor sonnenuntergang schon am fenster das auf den see sah,und saß drei stunden vor sonnenuntergang schon am fenster des auf den see sah  ,0.1428571428571428
achtgesichterambiwasse/achtgesichterambiwasse_0080.wav,auf dem seespiegel brannte die sonne wie ein helles herdfeuer und hanake hielt einen fächer zwischen sich und das grelle licht,auf dem see spiegel brannte die sonderweg an helles herdfeuer unterlage hielt einen fächer zwischen sich und das grelle licht  ,0.3333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0081.wav,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,alle von zeit zu zeit streng der sie sich an dem licht zu trotz und fluchte mit aufmerksamen augen die funkelnde see fläche ab ,0.3181818181818182
achtgesichterambiwasse/achtgesichterambiwasse_0082.wav,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,und wünschte die drei segel herbei die gestern abend ihrer uhr mit fortgenommen genommen hatten  ,0.2142857142857142
achtgesichterambiwasse/achtgesichterambiwasse_0083.wav,auf hanakes kleid waren schwertlilien gewebt blaue und gelbe auf silbrigem grund und ihr kopf sah aus der silbrigen seide,aus klarheit über euren schwertlilien geriet blaue und gelbe auf silbernen renoviert und ihr kopf auf die seele reden seide gestattet  ,0.6
achtgesichterambiwasse/achtgesichterambiwasse_0084.wav,als schaute er aus dem kamm einer hellen welle,als schaute er aus dem kamen einer hellen welle  ,0.1111111111111111
achtgesichterambiwasse/achtgesichterambiwasse_0085.wav,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sondern feurige see fläche brannte ihr fast die augen aus ,0.1904761904761904
achtgesichterambiwasse/achtgesichterambiwasse_0086.wav,so dass sie für einen augenblick die augenlider schloss und ohne es zu wissen einschlief,so dass sie für einen augenblick die augen das schloss und ohne es zu wissen einschlief  ,0.1333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0087.wav,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graupapagei ,0.1538461538461538
achtgesichterambiwasse/achtgesichterambiwasse_0088.wav,der ihr auf die schulter kletterte und ihr ins ohr krächzte «ich liebe dich» und dazu schnarrend lachte,der ihrer auf die schulter kletterte und ihr ins ohr krächzte ich liebe dich und dazu schnarrend lachte  ,0.1666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0089.wav,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein grosses gerafftes segel,lange hatte um das körbchen aus der sie bremen seine rolle sarah landgericht steht ein großes geraffte sehen will  ,0.9375
achtgesichterambiwasse/achtgesichterambiwasse_0090.wav,das war so nah an ihrem fenster dass sie die segelleinwand an die maststange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah,das war so nahe an ihrem fenster des sie die segel leinwand hat die mast stange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah ,0.28
achtgesichterambiwasse/achtgesichterambiwasse_0091.wav,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,das der segelboot festgebunden war aber im boot war kein menschen zu sehen  ,0.2307692307692307
achtgesichterambiwasse/achtgesichterambiwasse_0092.wav,das ist eines der drei boote sagte atemstockend ihr heimkehrendes herz,das ist eines der drei boote sagte atem stocken dir heimkehren des herz  ,0.4545454545454545
achtgesichterambiwasse/achtgesichterambiwasse_0093.wav,aber sie wusste nicht war es das erste das zweite oder das dritte boot,aber sie wusste nicht war es das erste das zweite oder das dritte  ,0.0714285714285714
achtgesichterambiwasse/achtgesichterambiwasse_0094.wav,da trat ihre lieblingsmagd die singende seemuschel herein und brachte einen zusammengerollten brief,der trat ihre lieblings markt die singende sie muschel herein und brachte einen zusammengerollten brief  ,0.3846153846153846
achtgesichterambiwasse/achtgesichterambiwasse_0095.wav,«o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereit halten» flüsterte die magd,oh herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereithalten flüsterte dem markt  ,0.2777777777777778
achtgesichterambiwasse/achtgesichterambiwasse_0096.wav,im brief stand «gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglück dich zu erschrecken,im brief stand gestern als wir nach sonnenuntergang bei deinem hause kreuzungen schöne anlage hatten wir das unglücklich zu erschrecken ,0.23809523809523803
achtgesichterambiwasse/achtgesichterambiwasse_0097.wav,aber auch das glück dir das leben zu retten und das allergrösste glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil,aber auch das glück die das leben zu retten und das allergrößte glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil ,0.08
achtgesichterambiwasse/achtgesichterambiwasse_0098.wav,ich sende dir heute meinen treuesten freund der dich gestern rettete,ich die der heute mal einen treuesten verein stetig gestern rente unter  ,0.8181818181818182
achtgesichterambiwasse/achtgesichterambiwasse_0099.wav,der dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,und dich heute zu mehr über den see bringen soll und in meiner armer die dich sehnsüchtig erwarteten  ,0.2777777777777778
achtgesichterambiwasse/achtgesichterambiwasse_0100.wav,ich grüsse dich hanake» der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,ich grüße dich kanake der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause  ,0.1111111111111111
achtgesichterambiwasse/achtgesichterambiwasse_0101.wav,und hanake wusste als guterzogene japanerin dass es eine ungeheure ehre bedeutete,unterlage wusste als gut erzogene japanerin das ist eine ungeheure gere bedeutete ,0.5833333333333334
achtgesichterambiwasse/achtgesichterambiwasse_0102.wav,dass ein kaiserlicher prinz sie seiner liebe würdigte und sie liess den freund des prinzen sogleich zu sich herein ins zimmer bitten,das einen kaiserlicher prinz die seiner liebe würdigte und ließ den freund des prinzen sogleich zu sich herein ins zimmer bieten  ,0.2727272727272727
achtgesichterambiwasse/achtgesichterambiwasse_0103.wav,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die kniee und berührte mit der stirn die diele,die diele zitterte und einen prächtiger junger mann trat ein hannah ak viel vor ihm auf die knie und berührte mit der stirn die diele ,0.2083333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0104.wav,wie es die japanische begrüssungssitte vorschreibt,wie ist die japanische begrüßen sind der vorschreibt  ,0.6666666666666666
achtgesichterambiwasse/achtgesichterambiwasse_0105.wav,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,aber es waren nicht als ob ein mensch sondern als ob eine stürmisches kleines pferd ins zimmer gekommen sei  ,0.1052631578947368
achtgesichterambiwasse/achtgesichterambiwasse_0106.wav,sie hörte den mann mit beiden füssen mehrmals kräftig aufstampfen und aus seiner brust drangen ein paar hohle seufzende laute,sie hörte denen man mit beiden füßen mehrmals kräftig auf stampfen und aus deiner brust tragen in ein paar hole seufzen der laute  ,0.55
achtgesichterambiwasse/achtgesichterambiwasse_0107.wav,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,verlage wartete mit gesenkt im angesicht lange zeit auf die anrede des kaiserlichen gesamten ,0.3076923076923077
achtgesichterambiwasse/achtgesichterambiwasse_0108.wav,denn sie durfte sich erst erheben wenn der begrüsste sie dazu aufforderte,denn sie durfte sich aus der erheben wenn der begrüßte sie dazu aufforderte  ,0.25
achtgesichterambiwasse/achtgesichterambiwasse_0109.wav,nach einer weile als immer noch keine anrede erfolgte hob hanake leicht ihr gesicht von der diele,nach einer weile als immer noch keine anrede erfolgte europa knacke leicht ihr gesicht von der dealer ,0.1764705882352941
achtgesichterambiwasse/achtgesichterambiwasse_0110.wav,die noch unter den stampfenden füssen des mannes zitterte,dennoch unter den stampfenden schritten des mannes zitterte  ,0.3333333333333333
achtgesichterambiwasse/achtgesichterambiwasse_0111.wav,wie zwei steine aus einer schleuder geworfen fielen des jungen mannes starke augen in des mädchens blinzelnden blick «ich liebe dich»,dies sei steine aus einer schleuder gehör hoffnung vielen des mann als starker raucher mädchen sie glänzenden link ich liebe dich  ,0.7619047619047619
achtgesichterambiwasse/achtgesichterambiwasse_0112.wav,schrien ihr diese ungeduldigen augen entgegen und hanake senkte von neuem ihr gesicht das abwechselnd weiss und rot wurde,schrien er diese ungeduldigen augen entgegen und unterlag senkte von neuem ihr gesicht des abwechselnd weiß und rot wurde ,0.2105263157894736
