,file,orgText,outText,WER
60,achtgesichterambiwasse/achtgesichterambiwasse_0060.wav,und in ihrer brust war eine leere so unendlich wie die nacht über dem biwasee als habe sie einen grossen verlust erlitten,und in ihrer brust war eine leere so unendlich wie die nacht über dem b war see als habe sie einen großen verlust erlitten ,0.181818181818182
61,achtgesichterambiwasse/achtgesichterambiwasse_0061.wav,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambushaus,als wäre mit den drei booten ihr herz fortgezogen und totenstill war das kleine bambus haus  ,0.133333333333333
62,achtgesichterambiwasse/achtgesichterambiwasse_0062.wav,«schliesse die fenster und hole mir den grauen papagei nicht den grünen und nicht den gelben  den grauen singende seemuschel,schließe die fenster und hole mir den grauen papagei nicht den grünen nicht den gelben den grauen singender sie muschel ,0.25
63,achtgesichterambiwasse/achtgesichterambiwasse_0063.wav,den mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki» die magd gehorchte brachte den grauen papagei,denen mein vetter mir vor ein paar wochen mitgebracht hat aus nagasaki die markt geharnischte brachte den grauen papagei ,0.210526315789474
64,achtgesichterambiwasse/achtgesichterambiwasse_0064.wav,und wurde dann von ihrer herrin schlafen geschickt,und wurde dann von ihrer herrin schlafen geschickt ,0
65,achtgesichterambiwasse/achtgesichterambiwasse_0065.wav,aber sie hörte in der nacht bis zum morgen wie hanake ihrem grauen papagei drei sätze lehrte ich grüsse dich,aber sie hörte in der nacht bis zum morgen wie hannah k ihrem grauen papagei drei sätze lehrte ich grüße dich ,0.15
66,achtgesichterambiwasse/achtgesichterambiwasse_0066.wav,ich liebe dich ich töte dich,ich liebe dich ich töte dich ,0
67,achtgesichterambiwasse/achtgesichterambiwasse_0067.wav,und sie sah an der weissen papierwand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen,und sie sah an der weißem papier wand den schatten ihrer herrin aufrecht neben dem schatten des vogels sitzen ,0.166666666666667
68,achtgesichterambiwasse/achtgesichterambiwasse_0068.wav,und immer wenn der vogel sagen sollte ich liebe dich,und immer wenn der vogel sagen sollte ich liebe dich ,0
69,achtgesichterambiwasse/achtgesichterambiwasse_0069.wav,dann lachte er so unheimlich knarrend dass es der magd gruselte,dann lachte er so unheimlich knarrend dass es der markt gruselte  ,0.090909090909091
70,achtgesichterambiwasse/achtgesichterambiwasse_0070.wav,während der ganzen nacht lachten und sprachen hanake und ihr vogel zusammen und ganz früh rief hanake zwei dienerinnen die sie frisierten,während der ganzen nacht lachten und sprachen hannah ke und ihr vogel zusammen und ganz frühere vernagelt zwei dienerinnen die sie frisierten ,0.227272727272727
71,achtgesichterambiwasse/achtgesichterambiwasse_0071.wav,und seemuschel die lieblingsmagd die alle verstecke des hauses kannte,und see muschel die lieblings markt die alle verstecke des hauses kannte ,0.4
72,achtgesichterambiwasse/achtgesichterambiwasse_0072.wav,musste aus dem ältesten lackkasten zwei winzige kostbare satsumavasen holen die sich in der familie seit hunderten von jahren vererbt hatten,oster aus dem ältesten lack kasten zwei winzige kostbare satsumas vasen holen die sich in der familie seit hunderten von jahren vererbt hatten ,0.238095238095238
73,achtgesichterambiwasse/achtgesichterambiwasse_0073.wav,und musste am seeufer zwei schwertlilien abschneiden eine blaue und eine gelbe,und musste am see ufer zwei schwertlilien abschneiden eine blaue und eine gelbe  ,0.166666666666667
74,achtgesichterambiwasse/achtgesichterambiwasse_0074.wav,die vasen mit je einer lilie wurden von hanake in eine nische gestellt,die vasen mit je einer lilie wurden von handwerker in eine nie stück gestellt ,0.230769230769231
75,achtgesichterambiwasse/achtgesichterambiwasse_0075.wav,und ein auf weisse seide geschriebenes gedicht eigenhändig an die wand gehängt das gedicht hiess,und ein auf weiße seide geschriebenes gedicht eigenhändig an die wand gehängt des gedicht hieß ,0.2
76,achtgesichterambiwasse/achtgesichterambiwasse_0076.wav,auf dem see steht ein weisses segelndes boot mein herz mein leises mein auge mein heisses ,auf dem see steht ein weißes segeln des boot mein herz mein leises mein auge mein heißes ,0.25
77,achtgesichterambiwasse/achtgesichterambiwasse_0077.wav,die menschen die einsam sind sind wie die boote von yabase die blass hintreiben im abendwind,die menschen die einsam sind sind wie die boote von ja base die blass hin treiben im abendwind  ,0.25
78,achtgesichterambiwasse/achtgesichterambiwasse_0078.wav,hanake hatte an diesem tag allen ihren freunden und freundinnen absagen lassen,anlage hatte an diesem tag allen ihren freunden und freundinnen absagen lassen ,0.083333333333333
79,achtgesichterambiwasse/achtgesichterambiwasse_0079.wav,und sass drei stunden vor sonnenuntergang schon am fenster das auf den see sah,und saß drei stunden vor sonnenuntergang schon am fenster des auf den see sah ,0.142857142857143
80,achtgesichterambiwasse/achtgesichterambiwasse_0080.wav,auf dem seespiegel brannte die sonne wie ein helles herdfeuer und hanake hielt einen fächer zwischen sich und das grelle licht,auf dem see spiegel brannte die sonne wie ein helles herdfeuer unter nager hielt einen fächer zwischen sich und das grelle licht ,0.190476190476191
81,achtgesichterambiwasse/achtgesichterambiwasse_0081.wav,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde seefläche ab,aber von zeit zu zeit strengte sie sich an dem licht zu trotzen und suchte mit aufmerksamen augen die funkelnde see fläche ab ,0.090909090909091
82,achtgesichterambiwasse/achtgesichterambiwasse_0082.wav,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten,und wünschte die drei segel herbei die gestern abend ihre ruhe mit fortgenommen hatten ,0
83,achtgesichterambiwasse/achtgesichterambiwasse_0083.wav,auf hanakes kleid waren schwertlilien gewebt blaue und gelbe auf silbrigem grund und ihr kopf sah aus der silbrigen seide,auf fanatikers kleid waren schwertlilien gewebt blaue und gelbe auf silbernem grund und ihr kopf sah aus der silbrigen seide ,0.1
84,achtgesichterambiwasse/achtgesichterambiwasse_0084.wav,als schaute er aus dem kamm einer hellen welle,als schaute er aus dem kam einer hellen welle  ,0.111111111111111
85,achtgesichterambiwasse/achtgesichterambiwasse_0085.wav,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sonnenfeurige seefläche brannte ihr fast die augen aus,sie hatte seit gestern abend noch nicht geschlafen und das schauen auf die sondern feurige see fläche brannte ihr fast die augen aus ,0.190476190476191
86,achtgesichterambiwasse/achtgesichterambiwasse_0086.wav,so dass sie für einen augenblick die augenlider schloss und ohne es zu wissen einschlief,sodass sie für einen augenblick die augen liter schloß und ohne es zu wissen einschlief ,0.333333333333333
87,achtgesichterambiwasse/achtgesichterambiwasse_0087.wav,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei,sie hatte vielleicht eine kleine stunde geschlafen da weckte sie der graue papagei ,0
88,achtgesichterambiwasse/achtgesichterambiwasse_0088.wav,der ihr auf die schulter kletterte und ihr ins ohr krächzte «ich liebe dich» und dazu schnarrend lachte,der ihr auf die schulter kletterte und ihr ins ohr krächzte ich liebe dich und dazu schnarrend lachte  ,0.111111111111111
89,achtgesichterambiwasse/achtgesichterambiwasse_0089.wav,hanake hob das köpfchen aus der silbrigen seide und sah am landungssteg ein grosses gerafftes segel,kanake hob das köpfchen aus der silbrigen seide und sah am landung steg ein großes gerafft des segel  ,0.375
90,achtgesichterambiwasse/achtgesichterambiwasse_0090.wav,das war so nah an ihrem fenster dass sie die segelleinwand an die maststange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah,das war so nahe an ihrem fenster dass sie die segel leinwand an die mast stange klatschen hörte sie bog sich vorsichtig aus dem fenster und sah ,0.2
91,achtgesichterambiwasse/achtgesichterambiwasse_0091.wav,dass das segelboot festgebunden war aber im boot war kein mensch zu sehen,das das segelboot festgebunden war aber im boot war kein mensch zu sehen  ,0.076923076923077
92,achtgesichterambiwasse/achtgesichterambiwasse_0092.wav,das ist eines der drei boote sagte atemstockend ihr heimkehrendes herz,das ist eines der drei boote sagte atem stocken ihr heimkehren des herz ,0.363636363636364
93,achtgesichterambiwasse/achtgesichterambiwasse_0093.wav,aber sie wusste nicht war es das erste das zweite oder das dritte boot,aber sie wusste nicht wahres das erste das zweite oder das dritte  ,0.214285714285714
94,achtgesichterambiwasse/achtgesichterambiwasse_0094.wav,da trat ihre lieblingsmagd die singende seemuschel herein und brachte einen zusammengerollten brief,da trat ihre lieblings markt die singende see muschel herein und brachte einen zusammengerollten brief ,0.307692307692308
95,achtgesichterambiwasse/achtgesichterambiwasse_0095.wav,«o herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereit halten» flüsterte die magd,oh herrin diesen brief sollt ihr lesen und euch für einen hohen besuch bereithalten flüsterte die markt  ,0.222222222222222
96,achtgesichterambiwasse/achtgesichterambiwasse_0096.wav,im brief stand «gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hanake hatten wir das unglück dich zu erschrecken,im brief stand gestern als wir nach sonnenuntergang bei deinem hause kreuzten schöne hannah ke hatten wir das unglück dich zu erschrecken ,0.142857142857143
97,achtgesichterambiwasse/achtgesichterambiwasse_0097.wav,aber auch das glück dir das leben zu retten und das allergrösste glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil,aber auch das glück dir das leben zu retten und das allergrößte glück dich zu sehen um dich nie mehr zu vergessen wurde mir zuteil ,0.04
98,achtgesichterambiwasse/achtgesichterambiwasse_0098.wav,ich sende dir heute meinen treuesten freund der dich gestern rettete,ich sende dir heute meinen treuesten freund der dich gestern rettete ,0
99,achtgesichterambiwasse/achtgesichterambiwasse_0099.wav,der dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarten,und dich heute zu mir über den see bringen soll und in meine arme die dich sehnsüchtig erwarteten ,0.111111111111111
100,achtgesichterambiwasse/achtgesichterambiwasse_0100.wav,ich grüsse dich hanake» der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause,ich grüße dich kanake der brief war unterschrieben mit dem namen eines jungen prinzen aus dem kaiserlichen hause ,0.111111111111111
101,achtgesichterambiwasse/achtgesichterambiwasse_0101.wav,und hanake wusste als guterzogene japanerin dass es eine ungeheure ehre bedeutete,unterlage wusste als gut erzogene japanerin dass es eine ungeheure ehre bedeutete ,0.333333333333333
102,achtgesichterambiwasse/achtgesichterambiwasse_0102.wav,dass ein kaiserlicher prinz sie seiner liebe würdigte und sie liess den freund des prinzen sogleich zu sich herein ins zimmer bitten,das einen kaiserlicher prince sie seiner liebe würdigte und sie ließ den freund des prinzen sogleich zu sich herein ins zimmer bitten ,0.181818181818182
103,achtgesichterambiwasse/achtgesichterambiwasse_0103.wav,die diele zitterte und ein prächtiger junger mann trat ein hanake fiel vor ihm auf die kniee und berührte mit der stirn die diele,die diele zitterte und ein prächtiger junger mann trat ein hannah ke viel vor ihm auf die knie und berührte mit der stirn die diele ,0.166666666666667
104,achtgesichterambiwasse/achtgesichterambiwasse_0104.wav,wie es die japanische begrüssungssitte vorschreibt,wie es die japanische begrüßung sitte vorschreibt ,0.333333333333333
105,achtgesichterambiwasse/achtgesichterambiwasse_0105.wav,aber es war nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei,aber es waren nicht als ob ein mensch sondern als ob ein stürmisches kleines pferd ins zimmer gekommen sei ,0.052631578947369
106,achtgesichterambiwasse/achtgesichterambiwasse_0106.wav,sie hörte den mann mit beiden füssen mehrmals kräftig aufstampfen und aus seiner brust drangen ein paar hohle seufzende laute,sie hörte denen man mit beiden füßen mehrmals kräftig auf stampfen und aus seiner brust drangen ein paar hole seufzend laute  ,0.35
107,achtgesichterambiwasse/achtgesichterambiwasse_0107.wav,hanake wartete mit gesenktem angesicht lange zeit auf die anrede des kaiserlichen gesandten,hannah ak wartete mit gesenkt im angesicht lange zeit auf die anrede des kaiserlichen gesandten ,0.307692307692308
108,achtgesichterambiwasse/achtgesichterambiwasse_0108.wav,denn sie durfte sich erst erheben wenn der begrüsste sie dazu aufforderte,denn sie durfte sich erst erheben wenn der begrüßte sie dazu aufforderte  ,0.083333333333333
109,achtgesichterambiwasse/achtgesichterambiwasse_0109.wav,nach einer weile als immer noch keine anrede erfolgte hob hanake leicht ihr gesicht von der diele,nach einer weile als immer noch keine anrede erfolgte hob hannah gelaicht ihr gesicht von der diele ,0.117647058823529
110,achtgesichterambiwasse/achtgesichterambiwasse_0110.wav,die noch unter den stampfenden füssen des mannes zitterte,die noch unter den stampfenden schritten des mannes zitterte ,0.111111111111111
111,achtgesichterambiwasse/achtgesichterambiwasse_0111.wav,wie zwei steine aus einer schleuder geworfen fielen des jungen mannes starke augen in des mädchens blinzelnden blick «ich liebe dich»,wie zwei steine aus einer schleuder geworfen vielen des jungen mannes starke augen des mädchens blinzelnd blick ich liebe dich ,0.238095238095238
112,achtgesichterambiwasse/achtgesichterambiwasse_0112.wav,schrien ihr diese ungeduldigen augen entgegen und hanake senkte von neuem ihr gesicht das abwechselnd weiss und rot wurde,schrien er diese ungeduldigen augen entgegen und kanake senkte von neuem ihr gesicht des abwechselnd weiß und rot wurde ,0.210526315789474
